,t,v,throttle,brake
0,0.0,0.0,0.75,0.0
1,0.019999999999999574,0.0,0.75,0.0
2,0.039999999999999133,0.0,0.75,0.0
3,0.05999999999999872,0.0,0.75,0.0
4,0.08000000000000004,0.0037908991798758507,0.75,0.0
5,0.09999999999999964,0.010274998843669891,0.75,0.0
6,0.11999999999999922,0.01955143362283707,0.75,0.0
7,0.1399999999999988,0.03523155301809311,0.75,0.0
8,0.16000000000000014,0.09519190341234207,0.75,0.0
9,0.17999999999999972,0.16153332591056824,0.75,0.0
10,0.1999999999999993,0.21379277110099792,0.75,0.0
11,0.21999999999999886,0.30008524656295776,0.75,0.0
12,0.2400000000000002,0.3831742703914641,0.75,0.0
13,0.2599999999999998,0.4654925167560578,0.75,0.0
14,0.27999999999999936,0.5848369598388672,0.75,0.0
15,0.29999999999999893,0.6824660897254944,0.75,0.0
16,0.3200000000000003,0.7708911895751953,0.75,0.0
17,0.3399999999999999,0.8535595536231995,0.75,0.0
18,0.3599999999999994,0.9320827126502992,0.75,0.0
19,0.379999999999999,1.0073417425155642,0.75,0.0
20,0.4000000000000004,1.0800930261611938,0.75,0.0
21,0.41999999999999993,1.150933027267456,0.75,0.0
22,0.4399999999999995,1.2202855348587036,0.75,0.0
23,0.4599999999999991,1.2884522676467896,0.75,0.0
24,0.47999999999999865,1.3556534051895142,0.75,0.0
25,0.5,1.4220526218414309,0.75,0.0
26,0.5199999999999996,1.4877740144729614,0.75,0.0
27,0.5399999999999991,1.5529145002365112,0.75,0.0
28,0.5599999999999987,1.617548584938049,0.75,0.0
29,0.5800000000000001,1.6817367076873782,0.75,0.0
30,0.5999999999999996,1.745525598526001,0.75,0.0
31,0.6199999999999992,1.8089553117752075,0.75,0.0
32,0.6399999999999988,1.8720569610595703,0.75,0.0
33,0.6600000000000001,1.9348572492599487,0.75,0.0
34,0.6799999999999997,1.997377872467041,0.75,0.0
35,0.6999999999999993,2.0596356391906743,0.75,0.0
36,0.7199999999999989,2.121646881103516,0.75,0.0
37,0.7400000000000002,2.1834242343902592,0.75,0.0
38,0.7599999999999998,2.2449777126312256,0.75,0.0
39,0.7799999999999994,2.3063178062438965,0.75,0.0
40,0.7999999999999989,2.36745023727417,0.75,0.0
41,0.8200000000000003,2.4283833503723145,0.75,0.0
42,0.8399999999999999,2.4891226291656494,0.75,0.0
43,0.8599999999999995,2.5496726036071777,0.75,0.0
44,0.8799999999999991,2.610036373138428,0.75,0.0
45,0.9000000000000004,2.6702196598052983,0.75,0.0
46,0.9199999999999999,2.730224847793579,0.75,0.0
47,0.9399999999999995,2.7900545597076416,0.75,0.0
48,0.9599999999999991,2.849710702896118,0.75,0.0
49,0.9799999999999986,2.909196376800537,0.75,0.0
50,1.0,2.9685134887695312,0.75,0.0
51,1.0199999999999996,3.027662515640259,0.75,0.0
52,1.0399999999999991,3.086646318435669,0.75,0.0
53,1.0599999999999987,3.1454668045043945,0.75,0.0
54,1.08,3.2041244506835938,0.75,0.0
55,1.0999999999999994,3.2626194953918457,0.75,0.0
56,1.119999999999999,3.320952892303467,0.75,0.0
57,1.1399999999999988,3.37911057472229,0.75,0.0
58,1.1600000000000001,3.43704891204834,0.75,0.0
59,1.1799999999999997,3.4947285652160645,0.75,0.0
60,1.1999999999999993,3.5521180629730225,0.75,0.0
61,1.2199999999999989,3.6091907024383545,0.75,0.0
62,1.2400000000000002,3.665923595428467,0.75,0.0
63,1.26,3.7222990989685063,0.75,0.0
64,1.2799999999999996,3.7783031463623047,0.75,0.0
65,1.299999999999999,3.833923816680908,0.75,0.0
66,1.3200000000000003,3.889149904251098,0.75,0.0
67,1.3399999999999999,3.9439754486083984,0.75,0.0
68,1.3599999999999994,3.9983916282653813,0.75,0.0
69,1.379999999999999,4.0523948669433585,0.75,0.0
