,t,v,throttle,brake
0,0.0,0.0,0.715,0.0
1,0.019999999999999574,0.0,0.715,0.0
2,0.039999999999999133,0.0,0.715,0.0
3,0.05999999999999872,0.0,0.715,0.0
4,0.08000000000000004,0.0037894004490226507,0.715,0.0
5,0.09999999999999964,0.010184713639318943,0.715,0.0
6,0.11999999999999922,0.0190244372934103,0.715,0.0
7,0.1399999999999988,0.032647546380758286,0.715,0.0
8,0.16000000000000014,0.06366684287786484,0.715,0.0
9,0.17999999999999972,0.14892755448818207,0.715,0.0
10,0.1999999999999993,0.2723778784275055,0.715,0.0
11,0.21999999999999886,0.329990029335022,0.715,0.0
12,0.2400000000000002,0.3874184787273407,0.715,0.0
13,0.2599999999999998,0.4529439806938171,0.715,0.0
14,0.27999999999999936,0.5036783814430237,0.715,0.0
15,0.29999999999999893,0.5632210373878479,0.715,0.0
16,0.3200000000000003,0.6398524641990662,0.715,0.0
17,0.3399999999999999,0.714091420173645,0.715,0.0
18,0.3599999999999994,0.7911597490310669,0.715,0.0
19,0.379999999999999,0.8689268231391907,0.715,0.0
20,0.4000000000000004,0.9489165544509888,0.715,0.0
21,0.41999999999999993,1.0315399169921875,0.715,0.0
22,0.4399999999999995,1.1113193035125732,0.715,0.0
23,0.4599999999999991,1.186286687850952,0.715,0.0
24,0.47999999999999865,1.2576988935470579,0.715,0.0
25,0.5,1.326425552368164,0.715,0.0
26,0.5199999999999996,1.3930736780166626,0.715,0.0
27,0.5399999999999991,1.4580789804458618,0.715,0.0
28,0.5599999999999987,1.5217591524124146,0.715,0.0
29,0.5800000000000001,1.5843496322631836,0.715,0.0
30,0.5999999999999996,1.646028995513916,0.715,0.0
31,0.6199999999999992,1.7069338560104368,0.715,0.0
32,0.6399999999999988,1.767170548439026,0.715,0.0
33,0.6600000000000001,1.826822519302368,0.715,0.0
34,0.6799999999999997,1.885958671569824,0.715,0.0
35,0.6999999999999993,1.9446319341659544,0.715,0.0
36,0.7199999999999989,2.0028862953186035,0.715,0.0
37,0.7400000000000002,2.060757160186768,0.715,0.0
38,0.7599999999999998,2.1182751655578613,0.715,0.0
39,0.7799999999999994,2.175466299057007,0.715,0.0
40,0.7999999999999989,2.2323482036590576,0.715,0.0
41,0.8200000000000003,2.288940191268921,0.715,0.0
42,0.8399999999999999,2.345255851745605,0.715,0.0
43,0.8599999999999995,2.4013080596923833,0.715,0.0
44,0.8799999999999991,2.457106351852417,0.715,0.0
45,0.9000000000000004,2.512660503387451,0.715,0.0
46,0.9199999999999999,2.567977905273437,0.715,0.0
47,0.9399999999999995,2.6230642795562744,0.715,0.0
48,0.9599999999999991,2.6779255867004395,0.715,0.0
49,0.9799999999999986,2.7325663566589355,0.715,0.0
50,1.0,2.78699278831482,0.715,0.0
51,1.0199999999999996,2.841206312179565,0.715,0.0
52,1.0399999999999991,2.8952112197875977,0.715,0.0
53,1.0599999999999987,2.949010133743286,0.715,0.0
54,1.08,3.0026051998138428,0.715,0.0
55,1.0999999999999994,3.0559990406036377,0.715,0.0
56,1.119999999999999,3.109193086624145,0.715,0.0
57,1.1399999999999988,3.16218900680542,0.715,0.0
58,1.1600000000000001,3.2149903774261475,0.715,0.0
59,1.1799999999999997,3.26759672164917,0.715,0.0
60,1.1999999999999993,3.320009708404541,0.715,0.0
61,1.2199999999999989,3.3722310066223145,0.715,0.0
62,1.2400000000000002,3.42425537109375,0.715,0.0
63,1.26,3.47605037689209,0.715,0.0
64,1.2799999999999996,3.527581214904785,0.715,0.0
65,1.299999999999999,3.5788195133209233,0.715,0.0
66,1.3200000000000003,3.6297414302825928,0.715,0.0
67,1.3399999999999999,3.6803274154663086,0.715,0.0
68,1.3599999999999994,3.7305614948272714,0.715,0.0
69,1.379999999999999,3.780430793762207,0.715,0.0
70,1.4000000000000004,3.82992434501648,0.715,0.0
71,1.42,3.879035234451294,0.715,0.0
72,1.4399999999999995,3.927755117416382,0.715,0.0
73,1.459999999999999,3.976078510284424,0.715,0.0
74,1.4799999999999986,4.024001598358153,0.715,0.0
75,1.5,4.0715203285217285,0.715,0.0
76,1.5199999999999996,4.118634223937988,0.715,0.0
77,1.5399999999999991,4.1653409004211435,0.715,0.0
78,1.5599999999999987,4.211638927459717,0.715,0.0
79,1.58,4.2575297355651855,0.715,0.0
80,1.5999999999999994,4.3030128479003915,0.715,0.0
81,1.619999999999999,4.348089694976807,0.715,0.0
82,1.6399999999999988,4.3927597999572745,0.715,0.0
83,1.6600000000000001,4.437026023864746,0.715,0.0
84,1.6799999999999997,4.480888366699219,0.715,0.0
85,1.6999999999999993,4.524350643157959,0.715,0.0
86,1.7199999999999989,4.567414283752441,0.715,0.0
87,1.7400000000000002,4.6100802421569815,0.715,0.0
88,1.76,4.652352809906006,0.715,0.0
89,1.7799999999999996,4.694233417510986,0.715,0.0
90,1.7999999999999992,4.735725402832031,0.715,0.0
91,1.8200000000000003,4.776831150054932,0.715,0.0
92,1.8399999999999999,4.81755256652832,0.715,0.0
93,1.8599999999999994,4.857893466949463,0.715,0.0
94,1.879999999999999,4.897856712341309,0.715,0.0
95,1.9000000000000004,4.937445640563965,0.715,0.0
96,1.92,4.976662635803223,0.715,0.0
97,1.9399999999999995,5.015511512756348,0.715,0.0
98,1.9599999999999995,5.05415153503418,0.715,0.0
99,1.9799999999999986,5.092313766479492,0.715,0.0
100,2.0,5.130104064941406,0.715,0.0
101,2.0199999999999996,5.167530536651611,0.715,0.0
102,2.0399999999999996,5.204596996307373,0.715,0.0
103,2.0599999999999987,5.241306781768799,0.715,0.0
104,2.0800000000000005,5.277665138244629,0.715,0.0
105,2.0999999999999996,5.313676834106445,0.715,0.0
106,2.1199999999999997,5.349343299865723,0.715,0.0
107,2.1399999999999992,5.384669303894043,0.715,0.0
108,2.16,5.419657707214356,0.715,0.0
109,2.1799999999999997,5.4543113708496085,0.715,0.0
110,2.1999999999999993,5.488635540008545,0.715,0.0
111,2.2199999999999993,5.522631168365479,0.715,0.0
112,2.24,5.556303024291992,0.715,0.0
113,2.26,5.589653015136719,0.715,0.0
114,2.2799999999999994,5.622683525085449,0.715,0.0
115,2.299999999999999,5.655399799346924,0.715,0.0
116,2.3200000000000003,5.6878013610839835,0.715,0.0
117,2.34,5.719893455505371,0.715,0.0
118,2.3599999999999994,5.751678466796875,0.715,0.0
119,2.379999999999999,5.783159732818604,0.715,0.0
120,2.4000000000000004,5.814340114593506,0.715,0.0
121,2.42,5.845222473144531,0.715,0.0
122,2.4399999999999995,5.875810623168945,0.715,0.0
123,2.4599999999999995,5.906104564666747,0.715,0.0
124,2.4799999999999986,5.936110019683838,0.715,0.0
125,2.5,5.9658265113830575,0.715,0.0
126,2.5199999999999996,5.995257377624513,0.715,0.0
127,2.5399999999999996,6.0244078636169425,0.715,0.0
128,2.5599999999999987,6.0532798767089835,0.715,0.0
129,2.5800000000000005,6.0818748474121085,0.715,0.0
130,2.5999999999999996,6.1101951599121085,0.715,0.0
131,2.6199999999999997,6.138242721557617,0.715,0.0
