,t,v,throttle,brake
0,0.0,0.0013147348072379827,0.0024999999999999914,0.0
1,0.019999999999999574,0.00030041227000765497,0.0035000000000000144,0.0
2,0.039999999999999133,0.0,0.004499999999999993,0.0
3,0.05999999999999872,0.0,0.005500000000000014,0.0
4,0.08000000000000004,0.0,0.006499999999999995,0.0
5,0.09999999999999964,0.0,0.007500000000000019,0.0
6,0.11999999999999922,0.0,0.008499999999999997,0.0
7,0.1399999999999988,0.0,0.00950000000000002,0.0
8,0.16000000000000014,0.0,0.0105,0.0
9,0.17999999999999972,0.0,0.011500000000000022,0.0
10,0.1999999999999993,0.0,0.0125,0.0
11,0.21999999999999886,0.0,0.013499999999999979,0.0
12,0.2400000000000002,0.0,0.014500000000000002,0.0
13,0.2599999999999998,0.0,0.01549999999999998,0.0
14,0.27999999999999936,0.0,0.016500000000000004,0.0
15,0.29999999999999893,0.0,0.017499999999999984,0.0
16,0.3200000000000003,0.0,0.01850000000000001,0.0
17,0.3399999999999999,0.0,0.019499999999999986,0.0
18,0.3599999999999994,0.0,0.020500000000000008,0.0
19,0.379999999999999,0.0,0.021499999999999988,0.0
20,0.4000000000000004,0.0,0.02250000000000001,0.0
21,0.41999999999999993,0.0,0.02349999999999999,0.0
22,0.4399999999999995,0.0,0.024500000000000008,0.0
23,0.4599999999999991,0.0,0.02549999999999999,0.0
24,0.47999999999999865,0.0,0.026500000000000013,0.0
25,0.5,0.0,0.0275,0.0
26,0.5199999999999996,0.0,0.02850000000000001,0.0
27,0.5399999999999991,3.165033558616415e-05,0.029499999999999995,0.0
28,0.5599999999999987,0.000163393619004637,0.03050000000000002,0.0
29,0.5800000000000001,0.0003123404458165169,0.03149999999999998,0.0
30,0.5999999999999996,0.00047839610488154005,0.03250000000000002,0.0
31,0.6199999999999992,0.0006567800883203745,0.033499999999999995,0.0
32,0.6399999999999988,0.0008478101808577776,0.034500000000000024,0.0
33,0.6600000000000001,0.0010499078780412674,0.0355,0.0
34,0.6799999999999997,0.0012627046089619398,0.036500000000000025,0.0
35,0.6999999999999993,0.0014882109826430678,0.037500000000000006,0.0
36,0.7199999999999989,0.0017241931054741144,0.03849999999999998,0.0
37,0.7400000000000002,0.0019692718051373963,0.03950000000000002,0.0
38,0.7599999999999998,0.0022195682395249605,0.04049999999999998,0.0
39,0.7799999999999994,0.002483683871105313,0.04150000000000001,0.0
40,0.7999999999999989,0.0,0.04249999999999998,0.0
41,0.8200000000000003,0.00063043471891433,0.04350000000000001,0.0
42,0.8399999999999999,0.001177546102553606,0.044499999999999984,0.0
43,0.8599999999999995,0.0017046271823346615,0.04550000000000001,0.0
44,0.8799999999999991,0.0022147439885884523,0.046499999999999986,0.0
45,0.9000000000000004,0.002710037864744663,0.04750000000000002,0.0
46,0.9199999999999999,0.003191527910530567,0.04849999999999999,0.0
47,0.9399999999999995,0.0036577575374394655,0.049500000000000016,0.0
48,0.9599999999999991,0.0041168821044266215,0.05049999999999999,0.0
49,0.9799999999999986,0.00456663453951478,0.05150000000000002,0.0
50,1.0,0.005008853506296872,0.052499999999999984,0.0
51,1.0199999999999996,0.005443606059998274,0.05350000000000002,0.0
52,1.0399999999999991,0.005875583738088608,0.05449999999999999,0.0
53,1.0599999999999987,0.006304679438471794,0.05550000000000002,0.0
54,1.08,0.006724392529577017,0.0565,0.0
55,1.0999999999999994,0.00714453449472785,0.05750000000000002,0.0
56,1.119999999999999,0.00756219308823347,0.0585,0.0
57,1.1399999999999988,0.007976072840392591,0.059500000000000025,0.0
58,1.1600000000000001,0.008389978669583797,0.0605,0.0
59,1.1799999999999997,0.008800351060926914,0.06150000000000003,0.0
60,1.1999999999999993,0.009212535806000231,0.0625,0.0
61,1.2199999999999989,0.009623607620596886,0.06349999999999999,0.0
62,1.2400000000000002,0.010036447085440159,0.0645,0.0
63,1.26,0.010451377369463444,0.06549999999999999,0.0
64,1.2799999999999996,0.010868597775697708,0.0665,0.0
65,1.299999999999999,0.011286699213087559,0.06749999999999999,0.0
66,1.3200000000000003,0.011703363619744778,0.0685,0.0
67,1.3399999999999999,0.012122181244194508,0.06949999999999999,0.0
68,1.3599999999999994,0.01254385057836771,0.07050000000000001,0.0
69,1.379999999999999,0.012966779060661793,0.0715,0.0
70,1.4000000000000004,0.013391615822911264,0.07250000000000001,0.0
71,1.42,0.013816004619002342,0.0735,0.0
72,1.4399999999999995,0.01424593385308981,0.07450000000000001,0.0
73,1.459999999999999,0.014672931283712387,0.0755,0.0
74,1.4799999999999986,0.015107408165931703,0.07650000000000001,0.0
75,1.5,0.015543913468718529,0.0775,0.0
76,1.5199999999999996,0.015981614589691162,0.07850000000000001,0.0
77,1.5399999999999991,0.016420871019363403,0.0795,0.0
78,1.5599999999999987,0.0168608408421278,0.08050000000000003,0.0
79,1.58,0.017305156216025352,0.0815,0.0
80,1.5999999999999994,0.01775520108640194,0.08250000000000003,0.0
81,1.619999999999999,0.0182061605155468,0.0835,0.0
82,1.6399999999999988,0.018656790256500244,0.08450000000000002,0.0
83,1.6600000000000001,0.01910977624356747,0.0855,0.0
84,1.6799999999999997,0.019566722214221958,0.08650000000000002,0.0
85,1.6999999999999993,0.0200262013822794,0.08750000000000001,0.0
86,1.7199999999999989,0.020486075431108475,0.08849999999999998,0.0
87,1.7400000000000002,0.02094839513301849,0.08950000000000001,0.0
88,1.76,0.021413117647171017,0.09049999999999997,0.0
89,1.7799999999999996,0.02187646180391312,0.0915,0.0
90,1.7999999999999992,0.02234356850385666,0.0925,0.0
91,1.8200000000000003,0.022818734869360924,0.0935,0.0
